NAME OF MEDIA,DESCRIPTION & SM,Genre,REACH,Territory,WEBSITE,⛅️,🍎,🎙,🎶,🐥,👍,💃,📸,📹,🤓
All Access,"Space for music lovers, music vlogs, entertainment, reviews and more. Social Media: 35.6K - YT Subscribers 1.7K",,,CHILE,,,,,,,,,,,
Flip Noticias,"Digital media where you will find all the updates on artists, music, movies, series and the show. Social Media: 101K",,,CHILE,,,,,,,,,,,
Radio Touch TV,"Online medium dedicated to sports, music, movies, healthy living and more. Social Media: 12K",,,CHILE,,,,,,,,,,,
Radio Zeta,"Chilean radio dedicated to music, live broadcasts, interviews, conversations and more. Social Media: 4K",,,CHILE,,,,,,,,,,,
Headbanging,"Rock and heavy metal webzine, news, reviews, playlists, videos and interviews. New and very highly profiled rock outlet by Ricardo Castañeda, former radio producer and coordinator at RMX and Reactor. ",,,MÉXICO,,,,,,,,,,,
Cartel Urbano,"Former printed magazine, now multimedia communication platform focused on the cultural and alternative industry in Colombia. Social media: 507K",,,COLOMBIA,,,,,,,,,,,
120 decibeles,Online news publication for new talents around Indie music in Latam. Social Media 11K,,,COLOMBIA,,,,,,,,,,,
Newsweek,Local and Spanish version of the world renowned news and entertainment outlet. Social media: 500K.,,,MÉXICO,,,,,,,,,,,
Surf Beats Radio,"Radio station located in Pichilemu, the capital of surfing in Chile. Focused on music, sports and entertainment. Social Media: 45K",,,CHILE,,,,,,,,,,,
,,,,,,,,,,,,,,,
Alfa Radio,One of the most popular radio stations in the country with coverage in the main cities. Social Media: 117K,,,ECUADOR,,,,,,,,,,,
Fabulosa Estereo," ",,,PANAMA,,,,,,,,,,,
Radio Emisora Play 103.7 FM,"Radio station produced in Panama. They focus on music, especially urban genres and trends. Social Media: 52K",,,PANAMA,,,,,,,,,,,
FM LIKE,Located in Buenos Aires. They focus on trending music and artists. Social Media: 52K,,,ARGENTINA,,,,,,,,,,,
Hipnosis MX,"Festival of psychedelic, garage and more lysergic sounds. Made in Mexico. Social Media: 64K",,,MÉXICO,,,,,,,,,,,
Portal Nine,"News, fashion, entertainment and music. Social Media 6.3K",,,BRAZIL,,,,,,,,,,,
Pogopedia,,,,,,,,,,,,,,,
Pogopedia,Music - alternative/indie rock focused media outlet in Argentina. Social Media: 300K,,,ARGENTINA,,,,,,,,,,,
Majo Montemayor,Renowned TV host and electronic music vlogger from Mexico. Social Media: 554K,,,MÉXICO,,,,,,,,,,,
Claudia Peralta,Journalist and entertainment publicist. Focused on regional Mexican talent.,,,MÉXICO,,,,,,,,,,,
No Limits,"Media outlet that unites the mainstream with the independent scene. Focused on music, articles, movies, technology, culture, podcasts and more. Social Media: 165K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Lesbocine,Entertainment and news site with a lesbian/bisexual focus. Social Media: 68.8K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
CinePOP,Film and entertainment news site. Social Media: 101.8K,,,BRAZIL,,,,,,,,,,,
The Music Journal,Music news site. Social Media: 10.6K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
Cromos,"Colombian varieties magazine part of El Espectador Newspaper. Social media: 556K ",,,COLOMBIA,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
LDN - Louder,"Online radio station focused on indie and rock music, sharing news and new music. Social Media: 28K",,,MÉXICO,,,,,,,,,,,
Sonica,"News, concerts, playlists. Social Media: 136K",,,MÉXICO,,,,,,,,,,,
NLFAB,"No Limits For Artistic Brains: Media outlet that unites the mainstream with the independent scene. Focused on music, articles, movies, technology, culture, podcasts and more. Social Media: 144.2K",,,MÉXICO,,,,,,,,,,,
Rock 360,"Rock news, updates and concerts. Social Media: 32.4K",,,MÉXICO,,,,,,,,,,,
Alejandro Franco,"Producer, journalist, radio host for W radio, director and content creator for Warp Magazine. Social Media: 94.3K",,,MÉXICO,,,,,,,,,,,
"Radio Universal ","Based in Mexico City, classics radio station and home of The Beatles. Social Media: 421.7K",,,MÉXICO,,,,,,,,,,,
Cosquin Rock,Rock radio station. Social Media: 71.8K,,,ARGENTINA,,,,,,,,,,,
Jornale,"News portal, modern and dynamic from Curitiba. Social Media: 9K",,,BRAZIL,https://www.jornale.com.br/,,,,,,,,,,
Portal NBO,News from Brazil and the world. Social Media: 3.5K,,,BRAZIL,https://portalnbo.com/,,,,,,,,,,
,,,,,,,,,,,,,,,
RG,"Site focused on lifestyle, fashion and culture. Social Media: 110K ",,,BRAZIL,,,,,,,,,,,
El Descafeinado,Magazine focused on culture. They have a podcast and are pioneers in internet radio in Jalisco. Social Media: 10K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Dj Sound ",Brazilian news & media site. Social Media: 21K,,,BRAZIL,,,,,,,,,,,
Piruwton,"Urban magazine. Focus on news, interviews, premieres and promotions. Social Media: 7K",,,PERU,,,,,,,,,,,
Naco Magazine,"Digital Magazine focus on music, art, concerts, festivals, music and fashion. Social Media: 29K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Roadie Crew,"Based in Sao Paulo, print and online magazine focused on Heavy Metal and Classic Rock. Social Media: 98K",,,BRAZIL,,,,,,,,,,,
Columna Musical,Music site from Mexico focused on album reviews and news. Social Media: 6.5K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Radio Publica de Morelos,Radio station that is part of the public TV and radio network of the state of Morelos in Mexico. Social Media: 37K,,,MÉXICO,,,,,,,,,,,
Maple Magazine,"Digital magazine focused in fashion, beauty, music and art. Social Media: 29K",,,MÉXICO,,,,,,,,,,,
All City Canvas,fab,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jessie Cervantes,"Music journalist, radio and TV host - currently works at Exa. Social Media: 702.3K",,,MÉXICO,,,,,,,,,,,
TiempoX,"Entertainment site focused on news, entertainment, music and shows. Social Media: 41K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
El Sol de Leon,"Journalistic company dedicated to information, entertainment and shows. Based in Guanajuato. Social Media: 100K",,,MÉXICO,,,,,,,,,,,
Periodico Zocalo,Newspaper focused on information and comprehensive coverage. Social Media: 181K,,,MÉXICO,,,,,,,,,,,
Periodico Central MX,"Newspaper focused on the news of Puebla, Mexico and International. Social Media: 166k",,,MÉXICO,,,,,,,,,,,
La Silla Rota,"Newspaper focused on politics, information and entertainment. Social Media: 918K",,,MÉXICO,,,,,,,,,,,
Puente Libre,ero,,,MÉXICO,,,,,,,,,,,
Tiempo La Noticia Digital,Newspaper based in Chihuahua. Focused on news from Mexico and the rest of the world. Social Media: 861k,,,MÉXICO,,,,,,,,,,,
Publiko MX,"Website focus on music, shows and artists. Social Media: 234K",,,MÉXICO,,,,,,,,,,,
El Imparcial,"Newspaper focused on information about Sonora, MX and the world. Social Media: 1.2M",,,MÉXICO,,,,,,,,,,,
LatinPop,Music portal focused on latin music in Brazil. Social media: 46K,,,BRAZIL,,,,,,,,,,,
,,,,,,,,,,,,,,,
GLUC MX,"News company focused on important information, realities, movies and music. Social Media: 62.2K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Meow Magazine,"MEOW Magazine is an editorial platform specialized in Fashion and Culture with the aim of disseminating, proposing and representing talents and events in the creative industries of Mexico and Latin America. Social Media: 86K",,,MÉXICO,,,,,,,,,,,
Primero fue el Sonido,Fanzine focused in rock and alt music. Social Media: 7K,,,MÉXICO,,,,,,,,,,,
"Radio Bizarro ","FM radio show and online radio station focused on indie, alt music - “Music for the rest of us”. Social Media: 5.7K",,,República Dominicana,,,,,,,,,,,
Hechos TV,"Hechos TV is the news show broadcasted on TV Azteca in the morning, mid-day and at night. TV Azteca is a Mexican multimedia conglomerate owned by Grupo Salinas. It is the second-largest mass media company in Mexico after Televisa. Social Media: 9.2M",,,MÉXICO,,,,,,,,,,,
Forbes,Colombia’s edition of the world’s #1 business magazine. Social Media: 376K,,,COLOMBIA,,,,,,,,,,,
Butaca Ancha,Website focused on the whole word of cinema. Social Media: 12K,,,MÉXICO,,,,,,,,,,,
Cinépolis,One of the most important cinemas in Mexico. Social Media: 28.6M,,,MÉXICO,,,,,,,,,,,
Cinevista,Cinematographic diffusion portal. Since 2007. Social Media: 41.4K,,,MÉXICO,,,,,,,,,,,
Cineteca Nacional,"Founded in 1974. It is in charge of rescuing, conserving, restoring, preserving and disseminating the cinematographic work of Mexico and the world. Social Media: 4.6M",,,MÉXICO,,,,,,,,,,,
Escutai,"Pop culture, music and film focused portal. Social Media: 12.9K",,,BRAZIL,,,,,,,,,,,
TREBEL MX,"Platform and app focused on creating musical experiences for millions of people around the world. They have association with the most important global advertisers, music companies and international media. Social Media: 286K",,,MÉXICO,,,,,,,,,,,
La Mejor MX,The most important grupera radio station in Latin America. Social Media: 2.8M,,,MÉXICO,,,,,,,,,,,
Ciudad Magazine,Argentina’s leading entertainment and live shows platform. Social Media: 4.2M,,,ARGENTINA,,,,,,,,,,,
Momento 24,"Information and news about Bogotá, Cundinamarca, Colombia, and the rest of the world. Social Media: 32.1K",,,COLOMBIA,,,,,,,,,,,
El Aragueño,First newspaper in Aragua. 50 years informing the public. Social Media: 340K,,,VENEZUELA,,,,,,,,,,,
Luis Cardenas,Famous journalist in MVS and El Universal. Social Media: 53.4K,,,MÉXICO,,,,,,,,,,,
Teoria Cultural,"Website/ blog focused on music, cultural pop and cinema. Social Media: 14k",,,BRAZIL,,,,,,,,,,,
Ambrosia,"Site focused on music, premieres, news and videos. ",,,BRAZIL,,,,,,,,,,,
Conexão POP,Entertainment and news site about the pop world. Social Media: 335K,,,BRAZIL,,,,,,,,,,,
L’Officiel MX,Mexican edition of fashion and luxury magazine founded in 1921. Social media: 225K,,,MÉXICO,,,,,,,,,,,
Fuera de Foco,"Media/News Company focused on cinema, news, music and more. Social Media: 794K",,,MÉXICO,,,,,,,,,,,
Okey Queretaro,News and media website about Queretaro and the world. Social Media: 4K,,,MÉXICO,,,,,,,,,,,
Walking STGO,"One of the most popular website focused on culture, photography, art, music in the city of Santiago. Social Media: 47.9K",,,CHILE,,,,,,,,,,,
Sonzeira,,,,BRAZIL,,,,,,,,,,,
Mr. Indie,"Online music publication focused on indie music, concerts, visual art, general art, culture, film, etc. Social Media: 375K.",,,MÉXICO,,,,,,,,,,,
Sin Embargo,"Independent news platform with updates on politics, economy and entertainment. Social Media: 3.4M",,,MÉXICO,,,,,,,,,,,
Redgol,Most important multiplatform football news in chile. Social Media: 835K,,,CHILE,,,,,,,,,,,
El Buen Tono,"Newspaper focused on politic, sports, entertainment, music and shows. Social Media: 531K",,,MÉXICO,,,,,,,,,,,
Tele13 Radio,One of the most important and popular Media/ News Company in Chile. Social Media: 485K,,,CHILE,,,,,,,,,,,
Tangerina,UOL entertainment website. Social Media: 12.1K,,,BRAZIL,,,,,,,,,,,
Diario de Cuyo,"Newspaper focused on San Juan news, politic, entertainment and shows. Social Media: 787.6K",,,ARGENTINA,,,,,,,,,,,
Expansion Radial,"Cultural multiplatform focused on music, theater, cinema and concerts. Social Media: 6.2K",,,MÉXICO,,,,,,,,,,,
The dark melody,"Rock and metal website specialized in reviews, interviews, trivia and rankings. Totally in Spanish and for the world. Social Media:18K",,,URUGUAY,,,,,,,,,,,
,,,,,,,,,,,,,,,
CNN Chile,Chilean branch of the renowned global news network. Social Media: 6.9 M,,,CHILE,,,,,,,,,,,
SDP Noticias,Mexican digital Newspaper. Social Media: 378K,,,MÉXICO,,,,,,,,,,,
Trino Treviño,"DJ & Music Journalist. Social Media: 33K | 63.6 TikTok followers ",,,MÉXICO,,,,,,,,,,,
Lorena,"Entertainment blog sponsored by R7, communication group of the tv channel Record. Social Media: 750K",,,BRAZIL,,,,,,,,,,,
Puro Show,"Site focused on music, entertainment, TV and film news. Social Media: 58K",,,MÉXICO,,,,,,,,,,,
Dj City Latino,"#1 latin Record Pool. Latin DJ culture website, specialized music, exclusive remixes, club edits, intros and much more. Social Media: 55.4K",,,LATAM,,,,,,,,,,,
La Percha,"Fashion, design, art and lifestyle magazine, founded by well-known fashion designers and celebrity stylists. They include music segments in their print issues. Social Media: 6K",,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Times Brasilia,Brazilian news site. Social Media: 21K,,,BRAZIL,,,,,,,,,,,
Puro Rock PR,"Music recommendations, news and interviews. Focused on rock, indie, alternative and punk. Social media: 650K",,,MÉXICO,,,,,,,,,,,
We Go Out,"Online portal focused on music festivals, parties and electronic music. Social media: 52K ",,,BRAZIL,,,,,,,,,,,
DJW Magazine,"Online magazine specialized in electronic music, tech and DJs. Social Media: 4.4K",,,ARGENTINA,,,,,,,,,,,
Digger MX,Online publication about music and alternative culture. Social Media: 7.9K,,,MÉXICO,,,,,,,,,,,
Sistema de Radio y TV Mexiquense,Public radio and Tv from the state of Mexico. Social Media: 27K,,,MÉXICO,,,,,,,,,,,
Latin Music Brazil,Site focused on entertainment and news about latin world. Social Media: 21K,,,BRAZIL,,,,,,,,,,,
Revista La Negra,News Portal and digital magazine. Social Media: 4K,,,ARGENTINA,,,,,,,,,,,
DJ MAG BR,,,,BRAZIL,,,,,,,,,,,
Brava 94.9,"Online radio focused on music, festivals, artists and shows located in Mendoza. Social Media: 338K",,,ARGENTINA,,,,,,,,,,,
RPP Noticias,"News from Peru and the world updated minute by minute. The best of national and international news, sports and entertainment. Social Media: 6.9M",,,PERU,,,,,,,,,,,
El Deforma,"Mexico’s biggest entertainment, humor and satire portal. Social Media: 4.9M",,,MÉXICO,,,,,,,,,,,
Naufraghost,"Online portal with interviews, features, reviews and music news. Social Media: 18K",,,MÉXICO,,,,,,,,,,,
El Capitalino,Publication about the most important news of CDMX with a culture and entertainment section. Social Media: 8.9K,,,MÉXICO,,,,,,,,,,,
,,,,,,,,,,,,,,,
Zeta Tijuana,Newspaper founded in 1980. Located in Tijuana. Social Media: 50.6K,,,MÉXICO,,,,,,,,,,,
Explosión Visual,Online platform founded in 2014 with the purpose of promoting culture and art among Mexican youth. It now focused on news and interviews around music and art. Social Media: 12K,,,MÉXICO,,,,,,,,,,,
Next Level,"Radio dance show hosted by renowned Spanish Radio DJ, content producer, and radio and Podcast announcer Luis López. The show runs on radios across 14 countries, including Mexico, Colombia, Chile, Argentina, and Spain, among others. Social Media: 103K",,,LATAM,,,,,,,,,,,
Aldea Local,"Music Website focused in Rock, interviews, news and videos. Social Media: 5.5K",,,CHILE,,,,,,,,,,,
Clímax MX,"Media Outlet created by people passionate about music, cinema, art and literature. Social Media: 2K",,,MÉXICO,,,,,,,,,,,
Rocksonico,Online platform focused on  music news and reviews. Social Media: 12K,,,LATAM,,,,,,,,,,,
Filo News,"A new and successful media with more than 5 Million unique visitors. Social Media: 1,4M",,,ARGENTINA,,,,,,,,,,,
GizModo,"Technology, science and culture website edited by journalists from F451 Agency and partner of UOL. Social Media: 111.1K",,,BRAZIL,,,,,,,,,,,
Le Banana,"Website specialized in lifestyle universe (trendy, food, culture, art) Social Media: 156.4K",,,ARGENTINA,,,,,,,,,,,
BitBox,"Radio Station specialized in docente genres of music such as rock, pop, soul, rap, hip hop and alternative music. Social Media: 12K",,,ARGENTINA,,,,,,,,,,,
La Voz de Michoacán,Independent newspaper with more than 70 years of history. Social Media: 1.2M,,,MÉXICO,,,,,,,,,,,
HG Media MX,"Online music publication focused on music, shows, entertainment and recreation. Social Media: 5K",,,MÉXICO,,,,,,,,,,,
Jornal Floripa,"News and media website focused on social, politic, shows, music and more. Social Media: 4K",,,BRAZIL,,,,,,,,,,,
Notimundo,The most complete multimedia news portal in Ecuador. It belongs to FM Mundo. Social Media: 77K,,,ECUADOR,,,,,,,,,,,
ABC Noticias,"Epsilon Media Group's multimedia news portal. Journalism, sports, politics, shows and more. Social Media: 1.2M",,,MÉXICO,,,,,,,,,,,
Via Pais,"Instant news network of cities in Argentina. Focused on current affairs, politics, and more. Social Media: 315K",,,ARGENTINA,,,,,,,,,,,
Cassini MX,Online site focused on music and shows. Social Media: 10.7K,,,MÉXICO,,,,,,,,,,,
Caperuzo,"Online independent music publication focused on music, reviews, interviews and upcoming shows. Social Media: 11.3K",,,MÉXICO,,,,,,,,,,,
